filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
1193-receipt.jpg,14744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",67,10,"{""name"":""rect"",""x"":141,""y"":67,""width"":34,""height"":12}","{""name"":""Beach,"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1193-receipt.jpg,14744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",67,11,"{""name"":""rect"",""x"":181,""y"":69,""width"":15,""height"":10}","{""name"":""CA"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1193-receipt.jpg,14744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",67,12,"{""name"":""rect"",""x"":199,""y"":68,""width"":27,""height"":11}","{""name"":""93449"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1193-receipt.jpg,14744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",67,13,"{""name"":""rect"",""x"":132,""y"":80,""width"":24,""height"":8}","{""name"":""(805)"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1193-receipt.jpg,14744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",67,14,"{""name"":""rect"",""x"":165,""y"":78,""width"":44,""height"":10}","{""name"":""773-0606"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1193-receipt.jpg,14744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",67,15,"{""name"":""rect"",""x"":130,""y"":90,""width"":80,""height"":11}","{""name"":""www.mcpies.com"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1193-receipt.jpg,14744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",67,16,"{""name"":""rect"",""x"":62,""y"":114,""width"":33,""height"":9}","{""name"":""111590"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1193-receipt.jpg,14744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",67,17,"{""name"":""rect"",""x"":102,""y"":114,""width"":27,""height"":9}","{""name"":""Becky"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1193-receipt.jpg,14744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",67,18,"{""name"":""rect"",""x"":48,""y"":134,""width"":32,""height"":13}","{""name"":""Tbl"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1193-receipt.jpg,14744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",67,19,"{""name"":""rect"",""x"":79,""y"":137,""width"":15,""height"":8}","{""name"":""2/1"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1193-receipt.jpg,14744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",67,20,"{""name"":""rect"",""x"":148,""y"":136,""width"":16,""height"":9}","{""name"":""Chk"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1193-receipt.jpg,14744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",67,21,"{""name"":""rect"",""x"":172,""y"":135,""width"":21,""height"":10}","{""name"":""1878"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1193-receipt.jpg,14744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",67,22,"{""name"":""rect"",""x"":125,""y"":146,""width"":45,""height"":11}","{""name"":""Nov30'14"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1193-receipt.jpg,14744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",67,23,"{""name"":""rect"",""x"":177,""y"":145,""width"":39,""height"":11}","{""name"":""06:35PM"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1193-receipt.jpg,14744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",67,24,"{""name"":""rect"",""x"":260,""y"":134,""width"":16,""height"":11}","{""name"":""Gst"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1193-receipt.jpg,14744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",67,25,"{""name"":""rect"",""x"":281,""y"":135,""width"":5,""height"":8}","{""name"":""2"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1193-receipt.jpg,14744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",67,26,"{""name"":""rect"",""x"":72,""y"":168,""width"":9,""height"":15}","{""name"":""1"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1193-receipt.jpg,14744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",67,27,"{""name"":""rect"",""x"":83,""y"":166,""width"":59,""height"":17}","{""name"":""**CORNBREAD"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1193-receipt.jpg,14744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",67,28,"{""name"":""rect"",""x"":149,""y"":170,""width"":15,""height"":12}","{""name"":""SVC"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1193-receipt.jpg,14744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",67,29,"{""name"":""rect"",""x"":70,""y"":180,""width"":8,""height"":13}","{""name"":""2"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1193-receipt.jpg,14744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",67,30,"{""name"":""rect"",""x"":80,""y"":179,""width"":28,""height"":13}","{""name"":""TRIO-"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1193-receipt.jpg,14744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",67,31,"{""name"":""rect"",""x"":112,""y"":179,""width"":17,""height"":11}","{""name"":""POT"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1193-receipt.jpg,14744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",67,32,"{""name"":""rect"",""x"":135,""y"":179,""width"":30,""height"":11}","{""name"":""PIE"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1193-receipt.jpg,14744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",67,33,"{""name"":""rect"",""x"":167,""y"":179,""width"":7,""height"":13}","{""name"":""O"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1193-receipt.jpg,14744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",67,34,"{""name"":""rect"",""x"":179,""y"":181,""width"":15,""height"":9}","{""name"":""9.99"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1193-receipt.jpg,14744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",67,35,"{""name"":""rect"",""x"":67,""y"":194,""width"":5,""height"":9}","{""name"":""2"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1193-receipt.jpg,14744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",67,36,"{""name"":""rect"",""x"":83,""y"":192,""width"":13,""height"":12}","{""name"":""C-"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1193-receipt.jpg,14744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",67,37,"{""name"":""rect"",""x"":99,""y"":191,""width"":15,""height"":13}","{""name"":""PIE"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1193-receipt.jpg,14744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",67,38,"{""name"":""rect"",""x"":120,""y"":193,""width"":27,""height"":9}","{""name"":""SLICE"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1193-receipt.jpg,14744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",67,39,"{""name"":""rect"",""x"":74,""y"":203,""width"":6,""height"":12}","{""name"":""1"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1193-receipt.jpg,14744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",67,40,"{""name"":""rect"",""x"":79,""y"":206,""width"":10,""height"":8}","{""name"":""NO"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1193-receipt.jpg,14744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",67,41,"{""name"":""rect"",""x"":97,""y"":201,""width"":44,""height"":14}","{""name"":""BEVERAGE"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1193-receipt.jpg,14744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",67,42,"{""name"":""rect"",""x"":78,""y"":215,""width"":7,""height"":13}","{""name"":""i"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1193-receipt.jpg,14744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",67,43,"{""name"":""rect"",""x"":87,""y"":214,""width"":17,""height"":14}","{""name"":""SOFT"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1193-receipt.jpg,14744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",67,44,"{""name"":""rect"",""x"":108,""y"":213,""width"":28,""height"":14}","{""name"":""DRINK"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1193-receipt.jpg,14744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",67,45,"{""name"":""rect"",""x"":79,""y"":229,""width"":22,""height"":9}","{""name"":""BDAY"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1193-receipt.jpg,14744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",67,46,"{""name"":""rect"",""x"":108,""y"":228,""width"":22,""height"":9}","{""name"":""CLUB"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1193-receipt.jpg,14744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",67,47,"{""name"":""rect"",""x"":137,""y"":228,""width"":11,""height"":9}","{""name"":""$5"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1193-receipt.jpg,14744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",67,48,"{""name"":""rect"",""x"":247,""y"":168,""width"":23,""height"":9}","{""name"":""0.00"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1193-receipt.jpg,14744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",67,49,"{""name"":""rect"",""x"":243,""y"":179,""width"":27,""height"":13}","{""name"":""19.98"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1193-receipt.jpg,14744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",67,50,"{""name"":""rect"",""x"":248,""y"":192,""width"":22,""height"":9}","{""name"":""0.00"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1193-receipt.jpg,14744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",67,51,"{""name"":""rect"",""x"":248,""y"":201,""width"":23,""height"":11}","{""name"":""0.00"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1193-receipt.jpg,14744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",67,52,"{""name"":""rect"",""x"":248,""y"":215,""width"":23,""height"":9}","{""name"":""2.79"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1193-receipt.jpg,14744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",67,53,"{""name"":""rect"",""x"":248,""y"":223,""width"":29,""height"":13}","{""name"":""5.00-"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1193-receipt.jpg,14744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",67,54,"{""name"":""rect"",""x"":79,""y"":252,""width"":43,""height"":12}","{""name"":""Subtotal"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1193-receipt.jpg,14744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",67,55,"{""name"":""rect"",""x"":78,""y"":261,""width"":23,""height"":13}","{""name"":""Tax"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1193-receipt.jpg,14744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",67,56,"{""name"":""rect"",""x"":54,""y"":272,""width"":41,""height"":14}","{""name"":""07:10PM"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1193-receipt.jpg,14744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",67,57,"{""name"":""rect"",""x"":103,""y"":275,""width"":25,""height"":10}","{""name"":""Total"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1193-receipt.jpg,14744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",67,58,"{""name"":""rect"",""x"":244,""y"":251,""width"":28,""height"":9}","{""name"":""17.77"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1193-receipt.jpg,14744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",67,59,"{""name"":""rect"",""x"":250,""y"":263,""width"":22,""height"":9}","{""name"":""1.42"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1193-receipt.jpg,14744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",67,60,"{""name"":""rect"",""x"":216,""y"":272,""width"":56,""height"":12}","{""name"":""19.19"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1193-receipt.jpg,14744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",67,61,"{""name"":""rect"",""x"":77,""y"":323,""width"":52,""height"":12}","{""name"":""Indulge.."",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1193-receipt.jpg,14744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",67,62,"{""name"":""rect"",""x"":137,""y"":322,""width"":24,""height"":13}","{""name"":""Take"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1193-receipt.jpg,14744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",67,63,"{""name"":""rect"",""x"":168,""y"":321,""width"":21,""height"":14}","{""name"":""home"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1193-receipt.jpg,14744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",67,64,"{""name"":""rect"",""x"":198,""y"":326,""width"":4,""height"":6}","{""name"":""a"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1193-receipt.jpg,14744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",67,65,"{""name"":""rect"",""x"":210,""y"":324,""width"":27,""height"":7}","{""name"":""whole"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
1193-receipt.jpg,14744,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",67,66,"{""name"":""rect"",""x"":246,""y"":324,""width"":20,""height"":8}","{""name"":""pie!"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
